passation_hour_pre,visitor_id,age,gender,city_country_residence,nationality,french_level,diploma,one_artwork_interest,discovery_interest,crowd_tolerance,lose_interest_with_crowd,distance_tolerance,already_visited,number_visits,last_time_visited,group_or_alone,visit_duration,eye_problem,physical_sleepiness,mental_sleepiness,speed,current_emotion,motiv_curiosity,motiv_else,motiv_familyOut,motiv_price,motiv_schoolOut,motiv_weather,visitGoal_surprised,visitGoal_else,visitGoal_explore,visitGoal_inspiration,visitGoal_fun,visitGoal_interact,visitGoal_learn,visitGoal_noGoal,visitGoal_SeeAgain,visitGoal_mindOff,passation_hour_post,art_knowledge,art_involvement,visit_rate,taking_audioguide,application_interest,appli_knowledge,satisfaction,goals_reached,device_trouble,crowd_trouble,dist_sensation,multiple_paths,recsys_personalization,diversity,theme_path,geolocalisation_acceptance,context_dependence,mood_dependence,sleepiness_dependence,end_visit_physical_sleepiness,end_visit_mental_sleepiness,panel_interest,memory_test_fr,surprise_event_fr,comments_fr,memory_test_en,surprise_event_en,comments_en,musHabit_archeo,musHabit_histArt,musHabit_castle,musHabit_contemporary,musHabit_else,musHabit_fineArt,musHabit_natHist,musHabit_nature,musHabit_none,musDisco_else,musDisco_familyFriends,musDisco_magazine,musDisco_media,musDisco_nothing,musDisco_socNetwork,wantedFunc_catalog,wantedFunc_else,wantedFunc_games,wantedFunc_map,wantedFunc_nothing,wantedFunc_reco,wantedFunc_thematicTour,visit_duration_limited,gender_code
2019/03/23 11:20:45 AM UTC+2,201903231020,33,man,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",2,2,2,4,5,No,0,Never,group,120,Normal vision,2,2,4,4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,2019/03/23 12:37:51 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,No,4,3,5,1,1,0,0,0,0,0,1,2,2,3,3,2,plus de connaissances sur l'oeuvre de Prouvé et le travail du métal,L'oeuvre dans la pièce fermée avec les miroirs et les lumières,Rien,more about Prouvé's work and metalworking,The work in the closed room with the mirrors and lights,Nothing,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1.0
2019/03/23 1:02:26 PM UTC+2,201903231210,18,woman,"Nancy, France",french,Native/bilingual,A levels,4,5,3,5,5,Yes,3,About a year ago,group,unlimited,Normal vision,1,1,3,5,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2019/03/23 2:20:32 PM UTC+2,Art lover,Art student,A few times a year,No,Yes,No,5,5,2,1,1,0,0,0,0,0,2,5,1,1,1,5,"Une des oeuvres (""Ne me touche pas"") que j'ai le plus appréciée a été une collaboration très intéressante entre Jan II Brueghel le jeune et Lucas Von Uden pour le paysage et Jacob Jodaens pour les personnages. J'ai pris les noms en note dans mon cahier car j'ai adoré",Rien,Rien,"One of the works (“Ne me touche pas”) I enjoyed most was a very interesting collaboration between Jan II Brueghel the Younger and Lucas Von Uden for the landscape and Jacob Jodaens for the figures. I made a note of the names in my notebook, because I loved it.",Nothing,Nothing,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0
2019/03/23 1:03:09 PM UTC+2,201903231200,55,woman,"Nancy, France",french,Native/bilingual,BTEC Higher National Diploma,2,3,3,1,5,Yes,1,Several months ago,group,unlimited,Normal vision,1,1,4,5,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2019/03/23 2:37:45 PM UTC+2,General level,No involvement,One or more times a month,No,No,No,3,3,1,1,1,0,0,0,0,0,1,5,1,1,1,5,peu de peintres français,"beaucoup de peintures ""flamandes""",je regrette l'éclairage trop vif qui fait des contre jours,few French painters,a lot of “Flemish” paintings,"I'm sorry about the bright lighting, which makes for bad lighting.",1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0.0
2019/03/23 3:00:47 PM UTC+2,201903231400,19,woman,"Nancy, France",french,Native/bilingual,A levels,2,4,2,1,4,No,0,Never,group,unlimited,Normal vision,2,2,3,5,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,2019/03/23 4:18:22 PM UTC+2,General level,No involvement,A few times a year,No,Yes,Yes but I did not use it during the visit,4,5,1,1,2,4,4,4,5,4,2,4,2,1,1,4,"L'impression de réalisme des oeuvres d'Emile Friant est assez surprenante, surtout avec du recul. Le mobilier Prouvé est également assez marquant, dans le contexte actuel il semble assez austère. En revanche, son projet d'hôtel avec Charlotte Perriand était tout à fait plaisant.","La diversité des oeuvres (forme, contexte de production, style...) ainsi que l'organisation des oeuvres dans l'espace.",Non.,"The realism of Emile Friant's work is quite surprising, especially in retrospect.Prouvé's furniture is also quite striking, although in today's context it seems rather austere.On the other hand, his hotel project with Charlotte Perriand was utterly pleasing.","The diversity of the works (form, production context, style...) as well as the organization of the works in the space.",Nothing,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0.0
2019/03/23 3:02:27 PM UTC+2,201903231410,47,woman,"Luneville, France",french,Native/bilingual,BTEC Higher National Diploma,3,4,3,3,5,No,0,Never,group,unlimited,Normal vision,2,2,3,5,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2019/03/23 4:16:53 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,4,4,2,1,1,4,3,4,4,4,4,3,4,1,2,4,La redécouverte du tableau de la Bataille de Nancy,Le realisme des personnages de FRIANT,Rien,The rediscovery of the Battle of Nancy painting,The realism of FRIANT's characters,Nothing,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0.0
2019/03/23 5:08:12 PM UTC+2,201903231610,30,man,"Nancy, France",french,Native/bilingual,"BA, BS/BSc",3,5,4,1,5,Yes,25,Several years ago,group,unlimited,Normal vision,1,1,3,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2019/03/23 6:28:14 PM UTC+2,Art lover,No involvement,A few times a year,No,Yes,No,5,4,3,2,1,4,3,5,4,5,1,2,1,1,1,5,La longueur des ongles de Charles le Téméraire représentée spécifiquement sur le tableau de la découverte de son corps. C'est grâce à sa bague et à la longueur de ses ongles qu'ils avaient pu identifier le corps dans la réalité.,Les tableaux fantômes.,Rien,The length of Charles the Bold's fingernails was specifically depicted on the painting of the discovery of his body. It was thanks to his ring and the length of his nails that they were able to identify the body in real life.,The ghost paintings.,Nothing,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1.0
2019/03/23 5:14:53 PM UTC+2,201903231600,45,woman,"Nancy, France",french,Native/bilingual,"BA, BS/BSc",4,2,1,4,5,Yes,30,A few weeks ago,alone,60,Normal vision,4,2,5,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2019/03/23 6:08:44 PM UTC+2,General level,No involvement,One or more times a month,No,Yes,No,5,5,2,4,4,5,2,5,5,5,3,5,1,4,4,5,"Je connaissais le tableau ""les volupteux"" mais je ne savais pas que c'était de Prouvé, je l'ai lu sur le cartel",j'ai découvert le 2 étage,Rien,"I knew the painting “les volupteux” but I didn't know it was by Prouvé, I read it on the cartel.",I discovered the 2nd floor,Nothing,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0.0
2019/03/25 11:26:15 AM UTC+2,201903251010,33,woman,"Longchamp sous Chatenois, France",french,Native/bilingual,A levels,1,2,1,4,5,No,0,Never,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",3,3,3,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2019/03/25 12:54:15 PM UTC+2,No knowledge,No involvement,rarely or never,Yes,Yes,No,3,4,1,1,4,5,4,5,5,5,3,3,3,1,3,3,Rien,Réalisme de certaines œuvres,Rien,Nothing,The realism of some of the works,Nothing,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0
2019/03/25 11:26:18 AM UTC+2,201903251020,37,man,"Neufchateau, France",french,Native/bilingual,A levels,2,3,2,2,5,No,0,Never,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",3,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019/03/25 2:01:10 PM UTC+2,Low level,No involvement,A few times a year,Yes,Yes,No,4,3,4,1,3,0,0,0,0,0,4,3,3,4,3,3,"Les oeuvres d'Emile Friant sont vraiment sympa, et la représentation ""tactile"" et animé d'un des tableaux sont une expérience vraiment sympa. La différence de représentation en fonction des époques (étages). L'espace où est expliqué les techniques de restauration des œuvres est très intéressante. ",Giuseppe Casanova peignait... ça devait être un moyen d'emballer...,Rien,"Emile Friant's works are really cool, and the “tactile” and animated representation of one of the paintings is a really nice experience. The different representations of the different eras (floors). The area where restoration techniques are explained is very interesting. ",Giuseppe Casanova painted... must have been a way of wrapping things up...,Nothing,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.0
2019/03/25 1:17:59 PM UTC+2,201903251200,48,man,"Harmonville, France",french,Native/bilingual,BTEC Higher National Diploma,3,4,4,3,5,Yes,2,Several years ago,alone,60,Normal vision,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019/03/25 2:35:45 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,3,2,1,2,3,0,0,0,0,0,2,4,3,2,2,3,La bataille de Nancy,Le mélange des styles,La lumière sur les oeuvres,The battle of Nancy,The mix of styles,Light on the works,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1.0
2019/03/25 1:38:16 PM UTC+2,201903251210,33,woman,"Epinal, France",french,Native/bilingual,"BA, BS/BSc",2,5,2,3,4,No,0,Never,alone,unlimited,"Normal vision with visual correction device (glasses, lenses)",3,3,3,4,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2019/03/25 3:00:48 PM UTC+2,General level,No involvement,A few times a year,Yes,Yes,No,4,3,2,4,2,4,4,5,5,5,2,5,4,1,3,3,Rien,"De trouver le ""Le pauvre pêcheur"" dans la gallerie, et un Picasso.",Rien,Nothing,"To find the “Poor Fisherman” in the gallery, and a Picasso.",Nothing,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0.0
2019/03/27 1:16:58 PM UTC+2,201903271200,40,woman,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",4,4,2,1,3,Yes,2,Several years ago,alone,60,"Normal vision with visual correction device (glasses, lenses)",1,1,3,5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2019/03/27 2:18:45 PM UTC+2,General level,No involvement,A few times a year,Yes,Yes,No,4,4,2,1,2,5,4,5,4,4,4,5,4,1,1,4,la mort du Duc de Bourgogne mis en parallèle avec la mort de Charles le Téméraire de Delacroix,la taille de l'Enterrement d'Emile Friant,Rien,the death of the Duke of Burgundy parallels Delacroix's death of Charles the Bold,the size of l'Enterrement d'Emile Friant,Nothing,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0.0
2019/03/27 3:10:28 PM UTC+2,201903271410,18,man,"Nancy, France",french,Native/bilingual,A levels,2,3,2,4,3,No,0,Never,group,unlimited,Normal vision,2,2,4,4,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2019/03/27 4:27:49 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,No,4,5,3,1,2,0,0,0,0,0,3,2,4,4,2,3,Des lieux où on été peints certains tableaux aux alentours de Nancy,La qualité des détails de certains tableaux et au contraire des œuvres que je juge peu intéressantes,Rien,Places where certain paintings were done around Nancy,"the quality of detail in some paintings, and on the contrary, works that I find of little interest",Nothing,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.0
2019/03/27 3:11:03 PM UTC+2,201903271400,19,woman,"Nancy, France",french,Native/bilingual,A levels,3,5,4,3,4,Yes,5,Several months ago,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",1,1,3,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2019/03/27 4:26:39 PM UTC+2,General level,Art student,A few times a year,No,Yes,No,5,5,4,1,2,4,3,4,4,5,1,2,1,2,1,5,"certains tableaux représentant des lieux proches de chez moi (roville-devant-Bayon), j'ai également (re-)découvert des périodes où les tableaux ont été peints pour me remettre dans le contexte (dates)","la taille de certains tableaux, la précision dans d'autres",Rien,"Some of the paintings represent places close to home (roville-devant-Bayon), and I also (re-)discovered the periods when the paintings were done, to put me back in context (dates).","the size of some paintings, the precision of others",Nothing,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0.0
2019/03/27 5:00:49 PM UTC+2,201903271610,26,woman,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",1,4,2,3,4,No,0,Never,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",2,2,3,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019/03/27 6:20:19 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,No,5,4,2,1,2,4,2,4,4,4,1,1,4,1,1,4,La représentation des enfants sur les tableaux de Gherardo Poli qui ressemblent à de petits hommes plutôt qu'à des enfants ,Le réalisme des œuvres d'Emile Friant,non,"The representation of children in Gherardo Poli's paintings, who look more like little men than children. ",the realism of Emile Friant's works,Nothing,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0
2019/03/27 5:03:01 PM UTC+2,201903271600,28,man,"Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",4,5,2,4,5,No,0,Never,group,unlimited,Normal vision,4,4,3,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2019/03/27 6:21:45 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,No,4,5,3,1,2,0,0,0,0,0,1,1,1,2,2,4,Le tableau sur la Chute de Charles le Téméraire m'a interpellé car j'ai habité dans une rue qui portait son nom et j'ai appris un peu de son histoire,"Le réalisme des portraits de Friant, le jeu de lumière des tableaux de G. Poli, la finesse de l'oeuvre en bronze ""Guerrier combattant le dragon""",Rien,"The painting of the Fall of Charles the Bold appealed to me, as I used to live in a street named after him, and learned a little of his history.","The realism of Friant's portraits, the play of light in G. Poli's paintings, the finesse of the bronze work “Warrior fighting the dragon”.",Nothing,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1.0
2019/03/29 5:20:57 PM UTC+2,201903291610,52,woman,"Vandoeuvre-les-Nancy, France",french,Native/bilingual,"Master's Degree, MS/MSc",2,5,1,5,5,Yes,5,Several months ago,alone,60,"Normal vision with visual correction device (glasses, lenses)",1,1,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2019/03/29 6:35:24 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,4,5,2,1,1,5,4,5,5,5,4,4,1,1,1,3,"La mise en scène dans la salle du tableau ""La bataille de Nancy"" correspond à une reminiscence de l'artiste qui avait 9 ans quand le tableau a été donné au musée. ",Rien,"Je n'avais jamais remarqué mais je me suis demandé si j'étais au 2ème étage, je me suis un peu perdue entre le 1er et le 2ème. Peut-être que c'est parce que je ne connais pas assez bien l'art mais je trouve qu'il y a un manque de lien et de cohérence dans la scénographie du musée.","The setting in the room of the painting “The Battle of Nancy” corresponds to a reminiscence of the artist, who was 9 years old when the painting was donated to the museum. ",Nothing,"I'd never noticed but I wondered if I was on the 2nd floor, I got a bit lost between the 1st and 2nd. Maybe it's because I don't know enough about art, but I find there's a lack of connection and coherence in the museum's scenography.",0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0.0
2019/02/21 1:16:48 PM UTC+2,201902211210,28,man,"Natal, Brazil",Brazilian,Do not know,"Master's Degree, MS/MSc",5,4,3,3,5,No,0,Never,alone,unlimited,"Normal vision with visual correction device (glasses, lenses)",1,2,4,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2019/02/21 2:40:58 PM UTC+2,General level,No involvement,A few times a year,No,Yes,No,5,4,4,1,3,0,0,0,0,0,1,5,5,4,2,2,Rien,Salle des miroirs,"J'ai remarqué que les peintures religieuses se trouvent au dernier étage, et je ne le saurais pas si je n'y étais pas allé.",Nothing,Mirror room,"I noticed that religious paintings are in the last floor, and I wouldn't know if I didn't go there.",1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1.0
2019/02/22 1:18:06 PM UTC+2,201902221210,43,man,"Karlsruhe, Germany",german,Do not know,"Master's Degree, MS/MSc",3,3,4,4,3,Yes,1,About a year ago,group,unlimited,Normal vision,1,1,4,5,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2019/02/22 2:27:59 PM UTC+2,General level,No involvement,A few times a year,Yes,Yes,No,4,4,3,3,3,3,0,4,3,3,2,2,2,3,2,4,Rien,Rien,Rien,Nothing,Nothing,Nothing,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1.0
2019/02/22 1:18:55 PM UTC+2,201902221200,38,woman,"Karlsruhe, Germany",russian and german,Do not know,"Master's Degree, MS/MSc",2,4,5,2,5,Yes,1,About a year ago,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",2,3,4,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2019/02/22 2:33:43 PM UTC+2,Low level,No involvement,A few times a year,Yes,Yes,No,4,5,4,1,3,0,0,0,0,0,4,2,4,2,3,0,La forme des cadres est parfois arrondie (comme les arbres et les racines) et s'inspire de la nature [note de l'expérimentateur : Ecole de Nancy]. ,J'ai été surpris par la technique utilisant de l'Eau-Forte / acide nitrique sur du parchemin [surprise par la technique utilisant de l'Eau-Forte / acide nitrique sur du parchemin],"Les cartels n'étaient qu'en français. Il serait utile de les avoir en anglais. Normalement, je les aurais lues.",The form of the frames are sometimes rounded (like trees and roots) and it is inspired from the Nature [note de l'expérimentateur : Ecole de Nancy]. ,I have been surprised by a painting technique on a parchment [surprise par la technique utilisant de l'Eau-Forte / acide nitrique sur du parchemin],The plates were only in French. It would be useful to have them in english. Normally I would have read them.,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.0
2019/03/04 1:37:36 PM UTC+2,201903041210,34,woman,"Nancy, France",chinese,Basic,PhD,2,4,3,3,4,No,0,Never,alone,90,"Normal vision with visual correction device (glasses, lenses)",2,2,3,3,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,2019/03/04 3:08:34 PM UTC+2,General level,No involvement,A few times a year,Yes,Yes,No,4,4,4,1,1,4,5,5,4,4,1,3,3,2,1,1,"Je connaissais Monet et Manet avant ma visite. J'aime les impressionnistes et j'ai appris à faire la différence entre ces 2 peintres. J'ai aussi vu des œuvres basées sur la Bible, comme Job.",Je ne savais pas que ce genre de musées de taille moyenne possédait des peintures de Monet et de Manet. J'ai vu quelques collections du Japon ancien et de la Chine.,Rien,"I knew Monet and Manet before my visit. I like the impressionists and I learned to make the difference between these 2 painters. I also saw some works based on the Bible, like Job.",I did not know that this kind of medium-sized museums have paintings from Monet and Manet. I saw some collections from ancient Japan and China. ,Nothing,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0.0
2019/03/13 3:13:57 PM UTC+2,201903131400,27,man,"Nancy, France",Ukrainian,Basic,"Master's Degree, MS/MSc",1,5,1,3,4,Yes,1,Several years ago,group,unlimited,"Normal vision with visual correction device (glasses, lenses)",1,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2019/03/13 4:43:39 PM UTC+2,Low level,No involvement,A few times a year,No,Yes,Yes but I did not use it during the visit,5,3,2,1,1,0,0,0,0,0,4,4,4,3,2,4,Je ne me souviens d'aucun nom de peintre ou d'artiste. J'ai appris des choses mais je ne peux pas nommer quelque chose en particulier,La différence dans la quantité de détails sur des peintures de la même époque,Rien,I do not remember any name of painter or artist. I have learnt some things but I cannot name something specifically,The difference in the amount of details on paintings of the same time period,No,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1.0
2019/03/13 3:14:02 PM UTC+2,201903131410,22,woman,"Nancy, France",Ukrainian,Basic,"BA, BS/BSc",4,3,3,3,4,No,0,Never,group,unlimited,Normal vision,1,2,3,5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2019/03/13 4:45:17 PM UTC+2,General level,Art student,A few times a year,Yes,Yes,No,5,3,4,1,2,0,0,0,0,0,3,5,2,3,1,2,"Non, parce que c'était en français et que je ne me souviens pas des noms. C'est difficile à exprimer.",Des styles artistiques très différents pour une même époque,Rien,No because this was in French and I cannot remember names. It is difficult to express.,Really different art styles coming from one time period,-,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.0
2019/03/21 5:34:53 PM UTC+2,201903211410,21,woman,"Caldwell, United States",American,Do not know,A levels,1,3,3,2,5,No,0,Never,group,90,Normal vision,2,5,1,5,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,2019/03/21 6:43:52 PM UTC+2,General level,Art student,A few times a year,No,Yes,No,5,5,1,1,1,3,5,5,5,5,1,1,1,1,1,0,Rien,La salle éclairée,Très belle visite et j'ai particulièrement aimé le verre,No,The room with lights,Very nice tour and i especially liked the glass,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0.0
2019/03/21 5:35:09 PM UTC+2,201903211400,19,man,"Wald-Michelbach, Germany",german,Do not know,A levels,3,3,3,2,3,No,0,Never,group,90,Normal vision,2,1,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2019/03/21 6:45:02 PM UTC+2,Art lover,No involvement,A few times a year,No,No,No,4,4,2,2,3,0,0,0,0,0,3,4,3,2,2,0,les expositions à thème plus sombre,la quantité d'œuvres d'art en verre,Rien,the darker themed exhibits,the amount of glass art,Nothing,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.0
